mese;giorno;ora UTC*;Pioggia mm;Temp. gradi C;Umidita' %;Vento med km/h;Direzione Vento gradi N;Vento max km/h;Direzione Vento max gradi N;Radiaz. KJ/m2;Pressione hPa;Bagnatura Fogliare min.
1;18;22.00;0.0;7.8;76;6;81;14;79;-;-;-
1;18;23.00;0.0;7.9;75;8;93;15;94;-;-;-
1;18;24.00;0.0;7.7;75;9;88;15;94;-;-;-
1;19;1.00;0.2;6.9;81;13;98;22;77;-;-;-
1;19;2.00;0.2;6.8;80;13;85;25;60;-;-;-
1;19;3.00;0.0;6.9;78;11;91;26;71;-;-;-
1;19;4.00;0.0;7.1;76;5;42;19;76;-;-;-
1;19;5.00;0.0;6.0;78;14;77;40;64;-;-;-
1;19;6.00;0.8;6.2;78;22;66;47;74;-;-;-
1;19;7.00;0.2;6.2;77;21;78;48;67;-;-;-
1;19;8.00;0.0;6.2;74;24;83;54;105;-;-;-
1;19;9.00;0.0;6.5;72;30;80;58;88;-;-;-
1;19;10.00;0.0;6.7;69;28;73;53;76;-;-;-
1;19;11.00;0.0;6.6;68;27;89;53;79;-;-;-
1;19;12.00;0.0;6.8;66;13;82;36;81;-;-;-
1;19;13.00;0.0;6.3;69;22;74;49;68;-;-;-
1;19;14.00;0.0;6.0;73;24;77;50;91;-;-;-
1;19;15.00;0.2;6.5;65;27;69;57;66;-;-;-
1;19;16.00;0.0;6.4;62;24;89;49;69;-;-;-
1;19;17.00;0.0;6.2;63;24;75;48;65;-;-;-
1;19;18.00;0.0;6.4;61;22;83;48;63;-;-;-
1;19;19.00;0.0;6.3;59;26;77;59;79;-;-;-
1;19;20.00;0.0;6.1;59;27;87;54;71;-;-;-
1;19;21.00;0.0;5.8;60;21;95;51;65;-;-;-
1;19;22.00;0.0;5.6;62;18;89;39;86;-;-;-
1;19;23.00;0.0;5.6;60;23;68;50;72;-;-;-
1;19;24.00;0.0;5.5;51;26;77;56;71;-;-;-
1;20;1.00;0.0;5.2;51;32;73;70;60;-;-;-
1;20;2.00;0.0;4.8;52;29;81;62;66;-;-;-
1;20;3.00;0.0;4.8;54;30;78;68;101;-;-;-
1;20;4.00;0.0;4.6;50;31;65;57;52;-;-;-
1;20;5.00;0.0;4.6;48;31;71;61;80;-;-;-
1;20;6.00;0.0;4.3;48;31;73;64;50;-;-;-
1;20;7.00;0.0;4.2;50;29;71;62;70;-;-;-
1;20;8.00;0.0;4.2;48;34;66;73;78;-;-;-
1;20;9.00;0.0;4.4;49;37;65;67;63;-;-;-
1;20;10.00;0.0;5.0;47;35;68;66;82;-;-;-
1;20;11.00;0.0;5.7;47;35;72;66;71;-;-;-
1;20;12.00;0.0;5.7;47;35;77;63;79;-;-;-
1;20;13.00;0.0;5.9;44;33;79;71;90;-;-;-
1;20;14.00;0.0;5.9;48;29;69;67;96;-;-;-
1;20;15.00;0.0;5.4;52;31;65;61;77;-;-;-
1;20;16.00;0.0;4.7;54;35;65;65;63;-;-;-
1;20;17.00;0.0;4.5;58;33;61;60;81;-;-;-
1;20;18.00;0.0;4.3;61;31;63;57;66;-;-;-
1;20;19.00;0.0;4.6;56;31;58;62;59;-;-;-
1;20;20.00;0.0;4.7;53;22;63;51;64;-;-;-
1;20;21.00;0.0;4.7;51;11;66;35;42;-;-;-
1;20;22.00;0.0;4.7;48;12;102;31;54;-;-;-
1;20;23.00;0.0;4.3;52;21;72;49;67;-;-;-
1;20;24.00;0.0;4.5;50;27;69;56;60;-;-;-
1;21;1.00;0.0;4.5;48;22;73;49;75;-;-;-
1;21;2.00;0.0;4.4;47;17;61;44;57;-;-;-
1;21;3.00;0.0;4.2;47;15;56;36;89;-;-;-
1;21;4.00;0.0;4.2;47;22;58;53;60;-;-;-
1;21;5.00;0.0;4.1;50;31;65;68;73;-;-;-
1;21;6.00;0.0;4.0;47;32;75;65;58;-;-;-
1;21;7.00;0.0;4.3;45;32;67;73;71;-;-;-
1;21;8.00;0.0;3.9;48;33;77;66;78;-;-;-
1;21;9.00;0.0;4.2;48;30;71;55;74;-;-;-
1;21;10.00;0.0;4.6;47;21;63;51;58;-;-;-
1;21;11.00;0.0;6.2;42;16;67;36;67;-;-;-
1;21;12.00;0.0;6.3;43;15;105;41;94;-;-;-
1;21;13.00;0.0;5.8;46;17;67;49;69;-;-;-
1;21;14.00;0.0;6.2;45;18;60;47;19;-;-;-
1;21;15.00;0.0;5.5;50;26;58;51;80;-;-;-
1;21;16.00;0.0;5.2;52;27;52;56;58;-;-;-
1;21;17.00;0.0;5.0;52;38;54;77;56;-;-;-
1;21;18.00;0.0;4.6;55;51;65;105;62;-;-;-
1;21;19.00;0.0;4.8;55;49;68;87;59;-;-;-
1;21;20.00;0.0;5.0;53;44;58;84;77;-;-;-
1;21;21.00;0.0;5.0;52;36;68;87;70;-;-;-
1;21;22.00;0.0;5.0;50;39;60;70;72;-;-;-
1;21;23.00;0.0;4.7;51;49;66;87;74;-;-;-
1;21;24.00;0.0;4.8;50;49;67;91;71;-;-;-
1;22;1.00;0.0;4.6;51;47;63;89;83;-;-;-
1;22;2.00;0.0;4.5;53;46;62;89;63;-;-;-
1;22;3.00;0.0;4.6;51;44;62;78;58;-;-;-
1;22;4.00;0.0;4.4;53;45;70;87;70;-;-;-
1;22;5.00;0.0;4.6;52;40;69;76;77;-;-;-
1;22;6.00;0.0;5.0;50;39;78;72;90;-;-;-
1;22;7.00;0.0;5.2;50;39;75;72;71;-;-;-
1;22;8.00;0.0;5.4;51;37;75;67;58;-;-;-
1;22;9.00;0.0;5.7;50;37;78;72;73;-;-;-
1;22;10.00;0.0;5.4;55;31;72;60;66;-;-;-
1;22;11.00;0.0;5.6;55;35;68;65;64;-;-;-
1;22;12.00;0.0;6.3;53;35;69;75;68;-;-;-
1;22;13.00;0.0;7.0;49;38;72;75;72;-;-;-
1;22;14.00;0.0;6.4;52;40;76;76;67;-;-;-
1;22;15.00;0.0;5.9;55;38;77;77;71;-;-;-
1;22;16.00;0.0;5.5;58;40;72;81;70;-;-;-
1;22;17.00;0.0;5.1;61;41;72;78;90;-;-;-
1;22;18.00;0.0;5.3;61;43;65;77;78;-;-;-
1;22;19.00;0.0;5.6;59;37;70;76;60;-;-;-
1;22;20.00;0.0;5.6;59;44;68;76;68;-;-;-
1;22;21.00;0.0;5.7;57;35;60;65;51;-;-;-
1;22;22.00;0.0;5.8;56;40;65;83;76;-;-;-
1;22;23.00;0.0;5.9;54;46;67;81;68;-;-;-
1;22;24.00;0.0;5.4;59;49;69;93;74;-;-;-
1;23;1.00;0.0;6.2;57;46;75;82;91;-;-;-
1;23;2.00;0.0;6.7;57;48;78;90;76;-;-;-
1;23;3.00;0.0;6.7;60;36;71;81;118;-;-;-
1;23;4.00;0.0;6.7;64;38;83;76;73;-;-;-
1;23;5.00;0.0;6.4;67;37;72;88;67;-;-;-
1;23;6.00;0.0;6.6;68;38;67;85;71;-;-;-
1;23;7.00;0.0;6.5;69;49;68;92;73;-;-;-
1;23;8.00;0.4;6.6;71;49;70;94;42;-;-;-
1;23;9.00;0.0;7.0;69;49;72;102;83;-;-;-
1;23;10.00;0.0;7.6;64;46;72;88;66;-;-;-
1;23;11.00;0.2;7.9;61;30;85;83;78;-;-;-
1;23;12.00;0.0;8.2;59;36;69;81;40;-;-;-
1;23;13.00;0.0;8.0;60;42;66;82;72;-;-;-
1;23;14.00;0.0;7.9;60;38;68;78;67;-;-;-
1;23;15.00;0.0;7.8;60;38;68;69;70;-;-;-
1;23;16.00;0.0;7.9;60;32;77;68;71;-;-;-
1;23;17.00;0.0;7.8;62;32;74;62;57;-;-;-
1;23;18.00;0.0;7.7;64;31;65;61;66;-;-;-
1;23;19.00;0.0;7.6;65;29;70;54;70;-;-;-
1;23;20.00;0.0;7.4;66;27;62;59;76;-;-;-
1;23;21.00;0.0;7.7;64;15;93;38;85;-;-;-
1;23;22.00;0.0;7.4;66;12;75;36;86;-;-;-
1;23;23.00;0.0;7.6;65;23;73;48;65;-;-;-
1;23;24.00;0.0;7.8;64;15;82;44;58;-;-;-
1;24;1.00;0.0;8.0;65;16;134;39;102;-;-;-
1;24;2.00;0.0;7.6;67;18;99;46;76;-;-;-
1;24;3.00;0.0;7.9;66;14;114;36;77;-;-;-
1;24;4.00;0.0;7.9;66;8;153;23;72;-;-;-
1;24;5.00;0.0;7.8;66;8;175;21;109;-;-;-
1;24;6.00;0.0;8.0;65;15;71;48;71;-;-;-
1;24;7.00;0.0;7.9;67;22;73;40;59;-;-;-
1;24;8.00;0.0;8.7;63;24;78;49;67;-;-;-
1;24;9.00;0.0;10.1;57;22;84;49;83;-;-;-
1;24;10.00;0.0;10.3;56;20;92;43;63;-;-;-
1;24;11.00;0.0;10.5;53;21;82;55;79;-;-;-
1;24;12.00;0.0;10.3;55;23;73;45;66;-;-;-
1;24;13.00;0.0;9.1;62;22;78;48;103;-;-;-
1;24;14.00;0.0;8.4;67;32;66;61;75;-;-;-
1;24;15.00;0.0;8.0;69;21;82;41;49;-;-;-
1;24;16.00;0.2;8.4;64;22;87;49;71;-;-;-
1;24;17.00;0.0;8.5;62;24;93;53;76;-;-;-
1;24;18.00;0.0;8.7;60;14;99;42;67;-;-;-
1;24;19.00;0.0;8.4;63;10;76;31;68;-;-;-
1;24;20.00;0.0;8.5;63;17;86;36;97;-;-;-
1;24;21.00;0.0;7.9;66;27;80;57;58;-;-;-
1;24;22.00;0.0;8.4;60;29;80;54;57;-;-;-
1;24;23.00;0.0;8.2;61;23;76;48;27;-;-;-
1;24;24.00;0.0;8.4;58;25;71;50;55;-;-;-
1;25;1.00;0.0;8.1;58;26;57;52;70;-;-;-
1;25;2.00;0.0;8.0;57;16;62;32;35;-;-;-
1;25;3.00;0.0;7.4;60;20;77;43;54;-;-;-
1;25;4.00;0.0;7.3;62;26;86;57;102;-;-;-
1;25;5.00;0.0;7.5;61;15;69;43;60;-;-;-
1;25;6.00;0.0;7.4;62;21;65;54;66;-;-;-
1;25;7.00;0.0;7.6;59;13;87;58;95;-;-;-
1;25;8.00;0.0;8.1;55;15;66;41;51;-;-;-
1;25;9.00;0.0;8.5;53;19;89;59;68;-;-;-
1;25;10.00;0.0;8.8;51;24;90;64;88;-;-;-
1;25;11.00;0.0;8.9;49;18;78;55;68;-;-;-
1;25;12.00;0.0;9.3;49;19;29;69;99;-;-;-
1;25;13.00;0.0;9.3;50;12;84;39;73;-;-;-
1;25;14.00;0.0;8.7;51;19;88;56;92;-;-;-
1;25;15.00;0.0;8.6;48;31;83;80;106;-;-;-
1;25;16.00;0.0;7.8;52;36;76;77;73;-;-;-
1;25;17.00;0.0;7.2;55;32;72;67;75;-;-;-
1;25;18.00;0.0;6.9;53;28;78;62;98;-;-;-
1;25;19.00;0.0;6.3;57;34;73;71;92;-;-;-
1;25;20.00;0.0;6.0;57;26;113;66;54;-;-;-
1;25;21.00;0.0;5.8;55;23;103;64;87;-;-;-
1;25;22.00;0.0;5.5;54;24;96;67;59;-;-;-
1;25;23.00;0.0;5.5;54;28;82;59;83;-;-;-
1;25;24.00;0.0;5.4;53;28;83;56;94;-;-;-
1;26;1.00;0.0;5.5;56;32;79;59;83;-;-;-
1;26;2.00;0.0;5.5;59;30;80;55;63;-;-;-
1;26;3.00;0.0;5.2;58;32;68;59;90;-;-;-
1;26;4.00;0.0;5.0;58;28;78;55;72;-;-;-
1;26;5.00;0.0;4.9;56;28;76;63;55;-;-;-
1;26;6.00;0.0;4.6;54;27;93;52;109;-;-;-
1;26;7.00;0.0;4.8;53;19;101;49;63;-;-;-
1;26;8.00;0.0;5.2;52;13;92;38;71;-;-;-
1;26;9.00;0.0;5.4;50;20;117;52;90;-;-;-
1;26;10.00;0.0;5.5;47;31;90;70;75;-;-;-
1;26;11.00;0.0;5.7;47;22;98;51;83;-;-;-
1;26;12.00;0.0;5.6;45;19;105;56;95;-;-;-
1;26;13.00;0.0;5.8;43;19;86;48;115;-;-;-
1;26;14.00;0.0;5.8;44;19;82;50;126;-;-;-
1;26;15.00;0.0;5.4;46;19;99;56;76;-;-;-
1;26;16.00;0.0;4.9;47;13;90;44;61;-;-;-
1;26;17.00;0.0;4.8;48;19;84;53;71;-;-;-
1;26;18.00;0.0;4.9;48;20;89;48;85;-;-;-
1;26;19.00;0.0;5.0;47;19;93;49;59;-;-;-
1;26;20.00;0.0;4.7;47;18;76;51;47;-;-;-
1;26;21.00;0.0;4.7;50;13;78;49;77;-;-;-
1;26;22.00;0.0;4.4;54;14;96;46;96;-;-;-
1;26;23.00;0.0;4.4;51;20;77;50;95;-;-;-
1;26;24.00;0.0;4.4;48;18;69;50;75;-;-;-
1;27;1.00;0.0;4.4;46;17;92;40;96;-;-;-
1;27;2.00;0.0;4.4;47;18;70;46;69;-;-;-
1;27;3.00;0.0;4.2;47;17;42;51;60;-;-;-
1;27;4.00;0.0;4.3;47;15;55;37;46;-;-;-
1;27;5.00;0.0;4.0;51;20;63;42;45;-;-;-
1;27;6.00;0.0;3.8;53;33;66;65;79;-;-;-
1;27;7.00;0.0;3.8;53;35;66;68;59;-;-;-
1;27;8.00;0.0;4.2;50;36;58;76;74;-;-;-
1;27;9.00;0.0;4.6;50;36;67;69;39;-;-;-
1;27;10.00;0.0;4.6;50;41;68;81;59;-;-;-
1;27;11.00;0.0;5.4;45;35;68;67;73;-;-;-
1;27;12.00;0.0;5.6;45;31;60;61;86;-;-;-
1;27;13.00;0.0;5.5;45;31;75;64;82;-;-;-
1;27;14.00;0.0;5.8;43;26;65;55;83;-;-;-
1;27;15.00;0.0;5.5;46;27;64;57;67;-;-;-
1;27;16.00;0.0;5.0;47;28;77;54;70;-;-;-
1;27;17.00;0.0;4.7;47;21;75;46;112;-;-;-
1;27;18.00;0.0;4.3;49;18;85;37;78;-;-;-
1;27;19.00;0.0;4.4;52;14;60;32;60;-;-;-
1;27;20.00;0.0;4.0;54;18;53;36;62;-;-;-
1;27;21.00;0.0;4.1;53;24;64;49;67;-;-;-
1;27;22.00;0.0;4.0;53;23;71;51;69;-;-;-
1;27;23.00;0.0;3.8;53;22;74;46;68;-;-;-
1;27;24.00;0.0;3.6;54;29;63;56;62;-;-;-
1;28;1.00;0.0;3.3;56;28;76;54;77;-;-;-
1;28;2.00;0.0;3.2;56;26;70;50;74;-;-;-
1;28;3.00;0.0;3.2;57;30;64;63;71;-;-;-
1;28;4.00;0.0;3.6;56;27;64;60;67;-;-;-
1;28;5.00;0.0;3.5;55;27;58;52;65;-;-;-
1;28;6.00;0.0;3.6;55;27;64;56;62;-;-;-
1;28;7.00;0.0;3.5;56;25;68;55;68;-;-;-
1;28;8.00;0.0;4.2;53;11;105;37;60;-;-;-
1;28;9.00;0.0;5.1;49;18;92;50;61;-;-;-
1;28;10.00;0.0;5.3;50;15;93;42;98;-;-;-
1;28;11.00;0.0;5.8;50;26;70;55;67;-;-;-
1;28;12.00;0.0;6.0;49;23;68;50;58;-;-;-
1;28;13.00;0.0;6.0;48;24;75;48;70;-;-;-
1;28;14.00;0.0;6.1;47;30;67;58;74;-;-;-
1;28;15.00;0.0;5.5;50;29;81;56;60;-;-;-
1;28;16.00;0.0;5.0;51;18;88;40;81;-;-;-
1;28;17.00;0.0;4.6;54;26;71;58;83;-;-;-
1;28;18.00;0.0;4.7;54;20;79;52;82;-;-;-
1;28;19.00;0.0;4.6;54;10;243;37;73;-;-;-
1;28;20.00;0.0;4.5;54;14;79;46;107;-;-;-
1;28;21.00;0.0;4.6;53;21;82;42;82;-;-;-
1;28;22.00;0.0;4.4;55;14;85;34;72;-;-;-
1;28;23.00;0.0;4.8;53;10;70;33;66;-;-;-
1;28;24.00;0.0;4.6;55;12;63;29;85;-;-;-
1;29;1.00;0.0;4.1;58;9;38;32;55;-;-;-
1;29;2.00;0.0;4.2;58;11;28;26;39;-;-;-
1;29;3.00;0.0;4.4;58;8;29;25;46;-;-;-
1;29;4.00;0.0;4.5;58;13;67;32;35;-;-;-
1;29;5.00;0.0;4.3;58;17;63;39;109;-;-;-
1;29;6.00;0.0;4.1;60;15;63;39;83;-;-;-
1;29;7.00;0.0;4.1;60;13;75;38;90;-;-;-
1;29;8.00;0.0;4.7;57;13;83;30;73;-;-;-
1;29;9.00;0.0;5.5;54;14;74;43;69;-;-;-
1;29;10.00;0.0;6.2;51;13;51;30;38;-;-;-
1;29;11.00;0.0;7.4;47;13;40;26;50;-;-;-
1;29;12.00;0.0;7.3;45;14;87;27;84;-;-;-
1;29;13.00;0.0;7.6;45;15;67;28;80;-;-;-
1;29;14.00;0.0;7.4;46;13;89;25;62;-;-;-
1;29;15.00;0.0;7.0;48;13;92;26;85;-;-;-
1;29;16.00;0.0;5.7;53;14;87;32;90;-;-;-
1;29;17.00;0.0;5.0;55;18;89;33;94;-;-;-
1;29;18.00;0.0;4.3;58;19;90;34;83;-;-;-
1;29;19.00;0.0;3.9;59;17;93;31;95;-;-;-
1;29;20.00;0.0;4.1;58;14;108;29;119;-;-;-
1;29;21.00;0.0;3.8;57;15;96;26;91;-;-;-
1;29;22.00;0.0;4.0;54;10;95;24;87;-;-;-
1;29;23.00;0.0;3.7;53;9;115;18;73;-;-;-
1;29;24.00;0.0;3.4;54;5;95;11;120;-;-;-
1;30;1.00;0.0;3.0;54;4;115;10;121;-;-;-
1;30;2.00;0.0;3.0;51;4;116;9;121;-;-;-
1;30;3.00;0.0;2.6;54;4;97;8;115;-;-;-
1;30;4.00;0.0;2.5;53;5;109;8;112;-;-;-
1;30;5.00;0.0;2.6;63;6;80;10;107;-;-;-
1;30;6.00;0.0;2.2;63;5;68;8;81;-;-;-
1;30;7.00;0.0;2.7;61;5;93;12;113;-;-;-
1;30;8.00;0.0;4.0;51;5;145;15;138;-;-;-
1;30;9.00;0.0;6.3;45;4;175;16;149;-;-;-
1;30;10.00;0.0;5.8;51;4;351;10;191;-;-;-
1;30;11.00;0.0;6.7;53;4;301;10;290;-;-;-
1;30;12.00;0.0;6.6;57;4;330;9;324;-;-;-
1;30;13.00;0.0;7.4;58;4;326;7;324;-;-;-
1;30;14.00;0.0;8.0;57;4;299;9;319;-;-;-
1;30;15.00;0.0;8.0;62;4;275;8;306;-;-;-
1;30;16.00;0.0;7.1;67;3;305;7;317;-;-;-
1;30;17.00;0.0;6.4;70;3;75;7;64;-;-;-
1;30;18.00;0.0;5.6;73;5;73;13;68;-;-;-
1;30;19.00;0.0;5.2;75;7;88;14;84;-;-;-
1;30;20.00;0.0;5.1;71;7;116;11;84;-;-;-
1;30;21.00;0.0;4.8;72;5;100;9;83;-;-;-
1;30;22.00;0.0;4.9;72;5;118;9;118;-;-;-
1;30;23.00;0.0;4.0;74;4;155;10;159;-;-;-
1;30;24.00;0.0;3.8;75;4;78;13;61;-;-;-
1;31;1.00;0.0;3.8;74;4;159;14;135;-;-;-
1;31;2.00;0.0;4.0;69;6;105;12;97;-;-;-
1;31;3.00;0.0;3.5;72;4;87;9;66;-;-;-
1;31;4.00;0.0;3.3;72;4;101;10;102;-;-;-
1;31;5.00;0.0;3.9;75;5;86;9;105;-;-;-
1;31;6.00;0.0;4.0;66;5;102;12;114;-;-;-
1;31;7.00;0.0;3.7;67;8;205;15;191;-;-;-
1;31;8.00;0.0;5.5;69;2;87;6;84;-;-;-
1;31;9.00;0.0;6.5;63;3;168;8;172;-;-;-
1;31;10.00;0.0;8.3;62;3;199;9;191;-;-;-
1;31;11.00;0.0;8.6;61;6;170;15;160;-;-;-
1;31;12.00;0.0;10.7;44;6;222;12;159;-;-;-
1;31;13.00;0.0;10.0;45;4;347;10;228;-;-;-
1;31;14.00;0.0;11.3;39;4;265;8;263;-;-;-
1;31;15.00;0.0;10.7;46;4;-;9;-;-;-;-
1;31;16.00;0.0;10.2;35;3;87;5;94;-;-;-
1;31;17.00;0.0;8.3;50;5;170;10;147;-;-;-
1;31;18.00;0.0;7.6;46;6;334;13;110;-;-;-
1;31;19.00;0.0;7.0;51;3;75;8;80;-;-;-
1;31;20.00;0.0;7.2;67;4;127;9;84;-;-;-
1;31;21.00;0.0;6.9;68;4;93;9;78;-;-;-
1;31;22.00;0.0;7.0;74;6;138;13;73;-;-;-
1;31;23.00;0.0;6.1;73;6;98;12;135;-;-;-
1;31;24.00;0.0;7.1;57;6;128;10;123;-;-;-
2;1;1.00;0.0;6.7;45;10;116;13;114;-;-;-
2;1;2.00;0.0;6.6;44;10;114;15;114;-;-;-
2;1;3.00;0.0;6.2;48;10;114;14;118;-;-;-
2;1;4.00;0.0;6.9;59;10;121;13;110;-;-;-
2;1;5.00;0.0;7.6;61;8;125;13;124;-;-;-
2;1;6.00;0.0;7.3;70;7;121;12;129;-;-;-
2;1;7.00;0.0;7.6;72;7;124;11;127;-;-;-
2;1;8.00;0.0;8.3;67;8;116;14;126;-;-;-
2;1;9.00;0.0;9.0;65;6;111;10;124;-;-;-
2;1;10.00;0.0;10.2;63;3;100;7;106;-;-;-
2;1;11.00;0.0;9.8;68;4;299;10;305;-;-;-
2;1;12.00;0.0;10.1;70;5;286;10;317;-;-;-
2;1;13.00;0.0;9.8;72;5;258;11;302;-;-;-
2;1;14.00;0.0;9.6;76;6;290;14;283;-;-;-
2;1;15.00;0.0;9.3;76;5;273;11;271;-;-;-
2;1;16.00;0.0;9.2;76;3;302;8;316;-;-;-
2;1;17.00;0.0;9.0;75;4;248;8;281;-;-;-
2;1;18.00;0.0;8.7;77;4;239;7;225;-;-;-
2;1;19.00;0.0;8.5;76;4;164;9;147;-;-;-
2;1;20.00;0.0;8.3;77;5;116;10;165;-;-;-
2;1;21.00;0.0;8.4;77;6;94;10;98;-;-;-
2;1;22.00;0.0;7.5;78;8;93;13;96;-;-;-
2;1;23.00;0.0;6.9;78;4;-;12;-;-;-;-
2;1;24.00;0.0;5.9;81;3;161;6;166;-;-;-
2;2;1.00;0.0;5.6;81;3;95;8;88;-;-;-
2;2;2.00;0.0;5.6;81;5;105;10;74;-;-;-
2;2;3.00;0.0;6.7;76;6;124;12;115;-;-;-
2;2;4.00;0.0;6.6;80;4;85;10;158;-;-;-
2;2;5.00;0.0;6.8;76;4;127;10;121;-;-;-
2;2;6.00;0.0;6.7;76;7;111;12;135;-;-;-
2;2;7.00;0.0;6.7;77;7;103;14;110;-;-;-
2;2;8.00;0.0;6.9;76;5;103;10;112;-;-;-
2;2;9.00;0.0;7.9;70;5;145;10;122;-;-;-
2;2;10.00;0.0;9.3;65;4;170;10;119;-;-;-
2;2;11.00;0.0;10.1;60;4;261;11;205;-;-;-
2;2;12.00;0.0;9.5;63;5;315;10;277;-;-;-
2;2;13.00;0.0;9.2;64;4;327;8;348;-;-;-
2;2;14.00;0.0;10.0;64;4;304;10;322;-;-;-
2;2;15.00;0.0;9.7;68;4;318;8;298;-;-;-
2;2;16.00;0.0;9.0;72;4;324;9;14;-;-;-
2;2;17.00;0.0;8.6;75;4;5;10;323;-;-;-
2;2;18.00;0.0;7.9;78;4;103;9;98;-;-;-
2;2;19.00;0.0;7.4;79;5;100;10;64;-;-;-
2;2;20.00;0.0;6.9;79;4;71;8;118;-;-;-
2;2;21.00;0.0;6.7;76;4;92;9;71;-;-;-
2;2;22.00;0.0;6.2;78;4;120;8;114;-;-;-
2;2;23.00;0.0;8.4;62;9;99;23;106;-;-;-
2;2;24.00;0.0;8.3;57;10;136;24;97;-;-;-
2;3;1.00;0.0;7.6;60;7;160;25;114;-;-;-
2;3;2.00;0.0;7.4;58;12;106;29;116;-;-;-
2;3;3.00;0.0;7.4;59;13;151;24;109;-;-;-
2;3;4.00;0.0;7.5;59;6;143;18;153;-;-;-
2;3;5.00;0.0;6.4;64;4;109;11;120;-;-;-
2;3;6.00;0.0;6.3;66;5;93;12;73;-;-;-
2;3;7.00;0.0;7.5;76;5;94;12;85;-;-;-
2;3;8.00;0.0;8.3;73;6;115;12;90;-;-;-
2;3;9.00;0.0;10.0;66;6;142;13;141;-;-;-
2;3;10.00;0.0;10.0;68;3;322;6;339;-;-;-
2;3;11.00;0.0;10.7;68;3;309;8;330;-;-;-
2;3;12.00;0.0;11.7;69;4;306;8;300;-;-;-
2;3;13.00;0.0;11.4;72;5;317;13;319;-;-;-
2;3;14.00;0.0;11.7;71;5;309;13;324;-;-;-
2;3;15.00;0.0;11.3;73;4;296;12;313;-;-;-
2;3;16.00;0.0;10.6;74;3;272;7;297;-;-;-
2;3;17.00;0.0;10.4;74;3;215;6;224;-;-;-
2;3;18.00;0.0;10.3;75;4;218;10;234;-;-;-
2;3;19.00;0.0;9.7;74;5;-;12;-;-;-;-
2;3;20.00;0.0;9.3;76;3;196;6;196;-;-;-
2;3;21.00;0.0;8.8;79;3;-;7;-;-;-;-
2;3;22.00;0.0;8.1;82;2;-;5;-;-;-;-
2;3;23.00;0.0;7.9;84;4;184;7;117;-;-;-
2;3;24.00;0.0;7.3;82;4;151;10;103;-;-;-
2;4;1.00;0.0;6.7;83;4;87;9;75;-;-;-
2;4;2.00;0.0;6.8;82;5;132;8;113;-;-;-
2;4;3.00;0.0;6.3;82;4;54;11;114;-;-;-
2;4;4.00;0.0;5.8;84;4;91;9;79;-;-;-
2;4;5.00;0.0;6.3;84;3;100;8;91;-;-;-
2;4;6.00;0.0;6.1;82;3;-;8;-;-;-;-
2;4;7.00;0.0;6.6;80;3;-;6;-;-;-;-
2;4;8.00;0.0;7.9;76;3;-;8;-;-;-;-
2;4;9.00;0.0;8.6;74;4;308;8;182;-;-;-
2;4;10.00;0.0;9.2;75;4;296;10;323;-;-;-
2;4;11.00;0.0;9.4;77;9;295;21;246;-;-;-
2;4;12.00;0.0;9.5;74;6;317;13;299;-;-;-
2;4;13.00;0.0;10.5;64;8;318;32;93;-;-;-
2;4;14.00;0.0;14.4;-;18;74;39;44;-;-;-
2;4;15.00;0.0;13.8;22;25;65;58;80;-;-;-
2;4;16.00;0.0;12.0;25;30;73;59;74;-;-;-
2;4;17.00;0.0;10.5;28;32;78;63;69;-;-;-
2;4;18.00;0.0;9.5;29;34;81;62;86;-;-;-
2;4;19.00;0.0;8.5;31;35;79;71;78;-;-;-
2;4;20.00;0.0;7.9;32;36;85;63;92;-;-;-
2;4;21.00;0.0;7.3;33;35;80;64;66;-;-;-
2;4;22.00;0.0;6.9;33;37;80;67;91;-;-;-
2;4;23.00;0.0;6.6;33;34;76;60;95;-;-;-
2;4;24.00;0.0;6.0;35;34;75;69;70;-;-;-
2;5;1.00;0.0;5.6;35;32;79;57;79;-;-;-
2;5;2.00;0.0;5.2;36;27;74;52;51;-;-;-
2;5;3.00;0.0;4.7;37;18;-;50;-;-;-;-
2;5;4.00;0.0;4.3;38;6;180;21;59;-;-;-
2;5;5.00;0.0;3.9;39;6;128;21;84;-;-;-
2;5;6.00;0.0;4.1;38;15;105;31;81;-;-;-
2;5;7.00;0.0;4.0;38;15;85;34;76;-;-;-
2;5;8.00;0.0;4.3;38;17;94;35;88;-;-;-
2;5;9.00;0.0;4.8;38;19;77;38;81;-;-;-
2;5;10.00;0.0;5.2;38;21;74;46;58;-;-;-
2;5;11.00;0.0;5.4;40;13;131;35;110;-;-;-
2;5;12.00;0.0;6.0;37;9;111;22;100;-;-;-
2;5;13.00;0.0;6.6;35;11;94;24;91;-;-;-
2;5;14.00;0.0;7.0;34;11;90;26;86;-;-;-
2;5;15.00;0.0;6.3;35;10;72;22;90;-;-;-
2;5;16.00;0.0;5.4;38;13;90;28;91;-;-;-
2;5;17.00;0.0;4.7;39;16;97;30;79;-;-;-
2;5;18.00;0.0;4.5;38;15;74;33;63;-;-;-
2;5;19.00;0.0;4.3;39;19;70;36;64;-;-;-
2;5;20.00;0.0;4.3;37;17;51;32;79;-;-;-
2;5;21.00;0.0;3.8;37;21;62;39;52;-;-;-
2;5;22.00;0.0;3.4;38;19;46;41;73;-;-;-
